id,age,gender,location
265802,1980-1989,m,华北
247082,1980-1989,m,华北
254830,1980-1989,m,华北
239598,1980-1989,m,华北
265803,1980-1989,m,华北
265804,1980-1989,m,华北
239933,1980-1989,m,华北
247114,1980-1989,m,华北
232453,1980-1989,m,华北
265805,1980-1989,m,华北
265806,1980-1989,m,华北
226993,1980-1989,m,华北
226423,1980-1989,m,华北
261843,1980-1989,m,华北
265807,1980-1989,m,华北
262112,1980-1989,m,华北
265808,1980-1989,m,华北
263587,1980-1989,m,华北
265809,1980-1989,m,华北
265810,1980-1989,m,华北
249202,1980-1989,m,华北
265811,1980-1989,m,华北
265812,1980-1989,m,华北
256452,1980-1989,m,华北
254356,1980-1989,m,华北
249774,1980-1989,m,华北
217995,1980-1989,m,华北
201287,1980-1989,m,华北
265813,1980-1989,m,华北
243298,1980-1989,m,华北
265814,1980-1989,m,华北
248918,1980-1989,m,华北
265815,1980-1989,m,华北
253905,1980-1989,m,华北
226485,1980-1989,m,华北
265816,1980-1989,m,华北
265817,1980-1989,m,华北
256389,1980-1989,m,华北
206139,1980-1989,m,华北
252093,1980-1989,m,华北
239955,1980-1989,m,华北
256527,1980-1989,m,华北
265818,1980-1989,m,华北
265819,1980-1989,m,华北
256187,1980-1989,m,华北
265820,1980-1989,m,华北
226361,1980-1989,m,华北
264847,1980-1989,m,华北
265821,1980-1989,m,华北
256062,1980-1989,m,华北
246732,1980-1989,m,华北
259709,1980-1989,m,华北
265822,1980-1989,m,华北
45376,1980-1989,m,华北
265823,1980-1989,m,华北
254384,1980-1989,m,华北
254736,1980-1989,m,华北
264984,1980-1989,m,华北
243361,1980-1989,m,华北
265824,1980-1989,m,华北
265825,1980-1989,m,华北
63307,1980-1989,m,华北
265826,1980-1989,m,华北
264845,1980-1989,m,华北
265827,1980-1989,m,华北
238697,1980-1989,m,华北
235680,1980-1989,m,华北
265829,1980-1989,m,华北
265830,1980-1989,m,华北
265831,1980-1989,m,华北
230343,1980-1989,m,华北
258568,1980-1989,m,华北
265832,1980-1989,m,华北
265833,1980-1989,m,华北
240062,1980-1989,m,华北
260085,1980-1989,m,华北
245625,1980-1989,m,华北
265834,1980-1989,m,华北
264410,1980-1989,m,华北
217616,1980-1989,m,华北
219262,1980-1989,m,华北
263610,1980-1989,m,华北
265835,1980-1989,m,华北
265836,1980-1989,m,华北
260235,1980-1989,m,华北
264269,1980-1989,m,华北
226406,1980-1989,m,华北
242451,1980-1989,m,华北
265837,1980-1989,m,华北
236891,1980-1989,m,华北
265838,1980-1989,m,华北
265839,1980-1989,m,华北
265840,1980-1989,m,华北
265841,1980-1989,m,华北
238246,1980-1989,m,华北
265842,1980-1989,m,华北
218722,1980-1989,m,华北
265843,1980-1989,m,华北
236774,1980-1989,m,华北
225013,1980-1989,m,华北
265844,1980-1989,m,华北
207450,1980-1989,m,华北
265845,1980-1989,m,华北
249200,1980-1989,m,华北
265846,1980-1989,m,华北
225176,1980-1989,m,华北
239589,1980-1989,m,华北
265847,1980-1989,m,华北
265848,1980-1989,m,华北
265849,1980-1989,m,华北
252458,1980-1989,m,华北
240667,1980-1989,m,华北
243310,1980-1989,m,华北
265850,1980-1989,m,华北
224118,1980-1989,m,华北
265851,1980-1989,m,华北
244888,1980-1989,m,华北
264420,1980-1989,m,华北
265852,1980-1989,m,华北
263058,1980-1989,m,华北
265853,1980-1989,m,华北
265854,1980-1989,m,华北
265855,1980-1989,m,华北
260759,1980-1989,m,华北
265856,1980-1989,m,华北
258447,1980-1989,m,华北
258921,1980-1989,m,华北
250049,1980-1989,m,华北
265858,1980-1989,m,华北
265859,1980-1989,m,华北
265175,1980-1989,m,华北
265860,1980-1989,m,华北
263606,1980-1989,m,华北
239701,1980-1989,m,华北
265861,1980-1989,m,华北
260187,1980-1989,m,华北
256391,1980-1989,m,华北
263689,1980-1989,m,华北
265862,1980-1989,m,华北
265863,1980-1989,m,华北
248715,1980-1989,m,华北
265864,1980-1989,m,华北
213028,1980-1989,m,华北
233757,1980-1989,m,华北
224815,1980-1989,m,华北
232530,1980-1989,m,华北
242602,1980-1989,m,华北
235050,1980-1989,m,华北
65301,1980-1989,m,华北
264963,1980-1989,m,华北
265865,1980-1989,m,华北
242734,1980-1989,m,华北
233665,1980-1989,m,华北
255051,1980-1989,m,华北
265866,1980-1989,m,华北
265867,1980-1989,m,华北
265868,1980-1989,m,华北
247318,1980-1989,m,华北
245582,1980-1989,m,华北
233418,1980-1989,m,华北
206499,1980-1989,m,华北
252097,1980-1989,m,华北
265869,1980-1989,m,华北
265870,1980-1989,m,华北
265871,1980-1989,m,华北
265872,1980-1989,m,华北
265873,1980-1989,m,华北
223301,1980-1989,m,华北
262262,1980-1989,m,华北
265874,1980-1989,m,华北
233675,1980-1989,m,华北
257548,1980-1989,m,华北
265875,1980-1989,m,华北
260838,1980-1989,m,华北
255632,1980-1989,m,华北
265876,1980-1989,m,华北
265877,1980-1989,m,华北
265878,1980-1989,m,华北
265879,1980-1989,m,华北
247882,1980-1989,m,华北
236712,1980-1989,m,华北
265880,1980-1989,m,华北
264421,1980-1989,m,华北
240457,1980-1989,m,华北
265881,1980-1989,m,华北
223409,1980-1989,m,华北
265882,1980-1989,m,华北
235031,1980-1989,m,华北
247517,1980-1989,m,华北
265883,1980-1989,m,华北
265884,1980-1989,m,华北
265885,1980-1989,m,华北
265886,1980-1989,m,华北
257815,1980-1989,m,华北
265887,1980-1989,m,华北
243439,1980-1989,m,华北
259767,1980-1989,m,华北
265888,1980-1989,m,华北
261396,1980-1989,m,华北
253817,1980-1989,m,华北
265889,1980-1989,m,华北
263053,1980-1989,m,华北
248547,1980-1989,m,华北
256148,1980-1989,m,华北
254246,1980-1989,m,华北
265890,1980-1989,m,华北
265891,1980-1989,m,华北
265892,1980-1989,m,华北
265893,1980-1989,m,华北
265894,1980-1989,m,华北
259188,1980-1989,m,华北
248607,1980-1989,m,华北
237724,1980-1989,m,华北
258312,1980-1989,m,华北
265895,1980-1989,m,华北
246638,1980-1989,m,华北
265896,1980-1989,m,华北
260767,1980-1989,m,华北
259399,1980-1989,m,华北
265897,1980-1989,m,华北
256346,1980-1989,m,华北
265898,1980-1989,m,华北
265899,1980-1989,m,华北
265900,1980-1989,m,华北
264357,1980-1989,m,华北
265901,1980-1989,m,华北
260121,1980-1989,m,华北
265902,1980-1989,m,华北
265903,1980-1989,m,华北
250039,1980-1989,m,华北
265904,1980-1989,m,华北
235618,1980-1989,m,华北
260069,1980-1989,m,华北
258295,1980-1989,m,华北
263094,1980-1989,m,华北
265905,1980-1989,m,华北
258578,1980-1989,m,华北
265906,1980-1989,m,华北
265907,1980-1989,m,华北
265908,1980-1989,m,华北
265909,1980-1989,m,华北
242143,1980-1989,m,华北
